Run: 001
 Times,Y   ,X1   ,X2   ,RC_ReactionN   ,RC_Reaction1   ,RC_Reaction2   ,ReactionFired
 0.1497156407    ,2    ,30    ,18    ,0    ,8    ,6    ,Reaction1
 0.1708527719    ,3    ,29    ,18    ,0    ,9    ,6    ,Reaction1
 0.1712647559    ,4    ,28    ,18    ,0    ,10    ,6    ,Reaction1
 0.1781055693    ,3    ,28    ,17    ,0    ,10    ,7    ,Reaction2
 0.1889521705    ,4    ,27    ,17    ,0    ,11    ,7    ,Reaction1
 0.1889843443    ,2    ,27    ,17    ,1    ,11    ,7    ,ReactionN
 0.2340127439    ,1    ,27    ,16    ,1    ,11    ,8    ,Reaction2
 0.2699980428    ,2    ,26    ,16    ,1    ,12    ,8    ,Reaction1
 0.2953365690    ,1    ,26    ,15    ,1    ,12    ,9    ,Reaction2
 0.3230266580    ,2    ,25    ,15    ,1    ,13    ,9    ,Reaction1
 0.3471831479    ,1    ,25    ,14    ,1    ,13    ,10    ,Reaction2
 0.3904546533    ,2    ,24    ,14    ,1    ,14    ,10    ,Reaction1
 0.4305688503    ,1    ,24    ,13    ,1    ,14    ,11    ,Reaction2
 0.4371983668    ,0    ,24    ,12    ,1    ,14    ,12    ,Reaction2
 0.5341750565    ,1    ,23    ,12    ,1    ,15    ,12    ,Reaction1
 0.5691081409    ,2    ,22    ,12    ,1    ,16    ,12    ,Reaction1
 0.6156944544    ,1    ,22    ,11    ,1    ,16    ,13    ,Reaction2
 0.6439416654    ,2    ,21    ,11    ,1    ,17    ,13    ,Reaction1
 0.6459969294    ,1    ,21    ,10    ,1    ,17    ,14    ,Reaction2
 0.6586259819    ,2    ,20    ,10    ,1    ,18    ,14    ,Reaction1
 0.6604471851    ,1    ,20    ,9    ,1    ,18    ,15    ,Reaction2
 0.6691641886    ,2    ,19    ,9    ,1    ,19    ,15    ,Reaction1
 0.6879592363    ,3    ,18    ,9    ,1    ,20    ,15    ,Reaction1
 0.6891860387    ,2    ,18    ,8    ,1    ,20    ,16    ,Reaction2
 0.6981348838    ,3    ,17    ,8    ,1    ,21    ,16    ,Reaction1
 0.7267534592    ,2    ,17    ,7    ,1    ,21    ,17    ,Reaction2
 0.7682770701    ,1    ,17    ,6    ,1    ,21    ,18    ,Reaction2
 0.8045353998    ,0    ,17    ,5    ,1    ,21    ,19    ,Reaction2
 0.8908851810    ,1    ,16    ,5    ,1    ,22    ,19    ,Reaction1
 0.9345582151    ,2    ,15    ,5    ,1    ,23    ,19    ,Reaction1
 1.0281816965    ,3    ,14    ,5    ,1    ,24    ,19    ,Reaction1
 1.0299905406    ,2    ,14    ,4    ,1    ,24    ,20    ,Reaction2
 1.0453139719    ,3    ,13    ,4    ,1    ,25    ,20    ,Reaction1
 1.0623877114    ,2    ,13    ,3    ,1    ,25    ,21    ,Reaction2
 1.1153069052    ,1    ,13    ,2    ,1    ,25    ,22    ,Reaction2
 1.6663705285    ,2    ,12    ,2    ,1    ,26    ,22    ,Reaction1
 1.6874164584    ,1    ,12    ,1    ,1    ,26    ,23    ,Reaction2
 1.6938509660    ,2    ,11    ,1    ,1    ,27    ,23    ,Reaction1
 1.8057659227    ,3    ,10    ,1    ,1    ,28    ,23    ,Reaction1
 1.9443411281    ,4    ,9    ,1    ,1    ,29    ,23    ,Reaction1
 1.9730942898    ,5    ,8    ,1    ,1    ,30    ,23    ,Reaction1
 2.0372754647    ,3    ,8    ,1    ,2    ,30    ,23    ,ReactionN
 2.0697030498    ,4    ,7    ,1    ,2    ,31    ,23    ,Reaction1
 2.0884997138    ,2    ,7    ,1    ,3    ,31    ,23    ,ReactionN
 2.5058306882    ,3    ,6    ,1    ,3    ,32    ,23    ,Reaction1
 2.5781757476    ,2    ,6    ,0    ,3    ,32    ,24    ,Reaction2
 2.7723831846    ,3    ,5    ,0    ,3    ,33    ,24    ,Reaction1
 2.8943944032    ,1    ,5    ,0    ,4    ,33    ,24    ,ReactionN
 2.9425728525    ,2    ,4    ,0    ,4    ,34    ,24    ,Reaction1
 3.0693476753    ,3    ,3    ,0    ,4    ,35    ,24    ,Reaction1
 3.1433350871    ,1    ,3    ,0    ,5    ,35    ,24    ,ReactionN
 4.6552825595    ,2    ,2    ,0    ,5    ,36    ,24    ,Reaction1
 5.2038805694    ,0    ,2    ,0    ,6    ,36    ,24    ,ReactionN
 5.2054947418    ,1    ,1    ,0    ,6    ,37    ,24    ,Reaction1
 6.6611602658    ,2    ,0    ,0    ,6    ,38    ,24    ,Reaction1
 7.0268559145    ,0    ,0    ,0    ,7    ,38    ,24    ,ReactionN
 100.0000000000    ,0    ,0    ,0    ,7    ,38    ,24    ,TimeMax
 ####
 Run: 056
 Times,Y   ,X1   ,X2   ,RC_ReactionN   ,RC_Reaction1   ,RC_Reaction2   ,ReactionFired
0.0000000000    ,0    ,38    ,24    ,0    ,0    ,0    ,TimeZero
 0.0031664963    ,1    ,37    ,24    ,0    ,1    ,0    ,Reaction1
 0.0200626193    ,0    ,37    ,23    ,0    ,1    ,1    ,Reaction2
 0.0953274898    ,1    ,36    ,23    ,0    ,2    ,1    ,Reaction1
 0.1021981023    ,2    ,35    ,23    ,0    ,3    ,1    ,Reaction1
 0.1039388652    ,3    ,34    ,23    ,0    ,4    ,1    ,Reaction1
 0.1186503407    ,2    ,34    ,22    ,0    ,4    ,2    ,Reaction2
 0.1190345466    ,3    ,33    ,22    ,0    ,5    ,2    ,Reaction1
 0.1331874116    ,2    ,33    ,21    ,0    ,5    ,3    ,Reaction2
 0.1807121421    ,1    ,33    ,20    ,0    ,5    ,4    ,Reaction2
 0.1828907501    ,2    ,32    ,20    ,0    ,6    ,4    ,Reaction1
 0.1877174589    ,3    ,31    ,20    ,0    ,7    ,4    ,Reaction1
 0.1949556557    ,2    ,31    ,19    ,0    ,7    ,5    ,Reaction2
 0.2128219372    ,3    ,30    ,19    ,0    ,8    ,5    ,Reaction1
 0.2219174954    ,4    ,29    ,19    ,0    ,9    ,5    ,Reaction1
 0.2281572607    ,3    ,29    ,18    ,0    ,9    ,6    ,Reaction2
 0.2349717979    ,4    ,28    ,18    ,0    ,10    ,6    ,Reaction1
 0.2414192729    ,3    ,28    ,17    ,0    ,10    ,7    ,Reaction2
 0.2810469831    ,2    ,28    ,16    ,0    ,10    ,8    ,Reaction2
 0.3223488830    ,1    ,28    ,15    ,0    ,10    ,9    ,Reaction2
 0.3240979965    ,0    ,28    ,14    ,0    ,10    ,10    ,Reaction2
 0.3322388465    ,1    ,27    ,14    ,0    ,11    ,10    ,Reaction1
 0.3333732990    ,2    ,26    ,14    ,0    ,12    ,10    ,Reaction1
 0.3519052572    ,1    ,26    ,13    ,0    ,12    ,11    ,Reaction2
 0.3948285380    ,2    ,25    ,13    ,0    ,13    ,11    ,Reaction1
 0.3985317674    ,3    ,24    ,13    ,0    ,14    ,11    ,Reaction1
 0.4261225462    ,2    ,24    ,12    ,0    ,14    ,12    ,Reaction2
 0.4744887457    ,1    ,24    ,11    ,0    ,14    ,13    ,Reaction2
 0.4898143077    ,2    ,23    ,11    ,0    ,15    ,13    ,Reaction1
 0.5318561161    ,3    ,22    ,11    ,0    ,16    ,13    ,Reaction1
 0.5375069156    ,4    ,21    ,11    ,0    ,17    ,13    ,Reaction1
 0.5435657464    ,5    ,20    ,11    ,0    ,18    ,13    ,Reaction1
 0.5473209389    ,4    ,20    ,10    ,0    ,18    ,14    ,Reaction2
 0.5624517516    ,3    ,20    ,9    ,0    ,18    ,15    ,Reaction2
 0.6032096763    ,2    ,20    ,8    ,0    ,18    ,16    ,Reaction2
 0.6120732960    ,1    ,20    ,7    ,0    ,18    ,17    ,Reaction2
 0.6237125798    ,2    ,19    ,7    ,0    ,19    ,17    ,Reaction1
 0.6294620233    ,3    ,18    ,7    ,0    ,20    ,17    ,Reaction1
 0.6359270109    ,2    ,18    ,6    ,0    ,20    ,18    ,Reaction2
 0.6368659814    ,1    ,18    ,5    ,0    ,20    ,19    ,Reaction2
 0.7504564870    ,0    ,18    ,4    ,0    ,20    ,20    ,Reaction2
 0.7614345728    ,1    ,17    ,4    ,0    ,21    ,20    ,Reaction1
 0.7670608063    ,0    ,17    ,3    ,0    ,21    ,21    ,Reaction2
 0.7775707115    ,1    ,16    ,3    ,0    ,22    ,21    ,Reaction1
 0.7929204068    ,2    ,15    ,3    ,0    ,23    ,21    ,Reaction1
 0.8826680044    ,3    ,14    ,3    ,0    ,24    ,21    ,Reaction1
 0.9051954727    ,4    ,13    ,3    ,0    ,25    ,21    ,Reaction1
 0.9216192854    ,5    ,12    ,3    ,0    ,26    ,21    ,Reaction1
 0.9612132571    ,4    ,12    ,2    ,0    ,26    ,22    ,Reaction2
 0.9751910715    ,5    ,11    ,2    ,0    ,27    ,22    ,Reaction1
 0.9756975279    ,6    ,10    ,2    ,0    ,28    ,22    ,Reaction1
 1.0153156023    ,5    ,10    ,1    ,0    ,28    ,23    ,Reaction2
 1.0329188045    ,3    ,10    ,1    ,1    ,28    ,23    ,ReactionN
 1.0443550469    ,4    ,9    ,1    ,1    ,29    ,23    ,Reaction1
 1.0856365370    ,5    ,8    ,1    ,1    ,30    ,23    ,Reaction1
 1.0907761457    ,3    ,8    ,1    ,2    ,30    ,23    ,ReactionN
 1.2209109665    ,4    ,7    ,1    ,2    ,31    ,23    ,Reaction1
 1.4227389613    ,3    ,7    ,0    ,2    ,31    ,24    ,Reaction2
 1.5289757300    ,1    ,7    ,0    ,3    ,31    ,24    ,ReactionN
 1.6427070063    ,2    ,6    ,0    ,3    ,32    ,24    ,Reaction1
 1.8302351943    ,3    ,5    ,0    ,3    ,33    ,24    ,Reaction1
 1.8500367108    ,4    ,4    ,0    ,3    ,34    ,24    ,Reaction1
 2.0768587495    ,5    ,3    ,0    ,3    ,35    ,24    ,Reaction1
 2.0799419823    ,6    ,2    ,0    ,3    ,36    ,24    ,Reaction1
 2.1210208782    ,4    ,2    ,0    ,4    ,36    ,24    ,ReactionN
 2.2719096336    ,2    ,2    ,0    ,5    ,36    ,24    ,ReactionN
 2.4506044242    ,0    ,2    ,0    ,6    ,36    ,24    ,ReactionN
 2.4898026534    ,1    ,1    ,0    ,6    ,37    ,24    ,Reaction1
 2.9934505630    ,2    ,0    ,0    ,6    ,38    ,24    ,Reaction1
 4.1331566461    ,0    ,0    ,0    ,7    ,38    ,24    ,ReactionN
 100.0000000000    ,0    ,0    ,0    ,7    ,38    ,24    ,TimeMax
 ####
 Run: 057
 Times,Y   ,X1   ,X2   ,RC_ReactionN   ,RC_Reaction1   ,RC_Reaction2   ,ReactionFired
0.0000000000    ,0    ,38    ,24    ,0    ,0    ,0    ,TimeZero
 0.0143439210    ,1    ,37    ,24    ,0    ,1    ,0    ,Reaction1
 0.0174139035    ,2    ,36    ,24    ,0    ,2    ,0    ,Reaction1
 0.0184335028    ,3    ,35    ,24    ,0    ,3    ,0    ,Reaction1
 0.0200212676    ,2    ,35    ,23    ,0    ,3    ,1    ,Reaction2
 0.0393555399    ,3    ,34    ,23    ,0    ,4    ,1    ,Reaction1
 0.0412914176    ,4    ,33    ,23    ,0    ,5    ,1    ,Reaction1
 0.0498859568    ,3    ,33    ,22    ,0    ,5    ,2    ,Reaction2
 0.0535235812    ,4    ,32    ,22    ,0    ,6    ,2    ,Reaction1
 0.0625448493    ,3    ,32    ,21    ,0    ,6    ,3    ,Reaction2
 0.0675883365    ,4    ,31    ,21    ,0    ,7    ,3    ,Reaction1
 0.0822932763    ,2    ,31    ,21    ,1    ,7    ,3    ,ReactionN
 0.1157202645    ,0    ,31    ,21    ,2    ,7    ,3    ,ReactionN
 0.1439334132    ,1    ,30    ,21    ,2    ,8    ,3    ,Reaction1
 0.1575405068    ,0    ,30    ,20    ,2    ,8    ,4    ,Reaction2
 0.1907206293    ,1    ,29    ,20    ,2    ,9    ,4    ,Reaction1
 0.2015923028    ,2    ,28    ,20    ,2    ,10    ,4    ,Reaction1
 0.2079221660    ,1    ,28    ,19    ,2    ,10    ,5    ,Reaction2
 0.2084058191    ,2    ,27    ,19    ,2    ,11    ,5    ,Reaction1
 0.2090730187    ,3    ,26    ,19    ,2    ,12    ,5    ,Reaction1
 0.2118684985    ,2    ,26    ,18    ,2    ,12    ,6    ,Reaction2
 0.2255516470    ,1    ,26    ,17    ,2    ,12    ,7    ,Reaction2
 0.2681753239    ,2    ,25    ,17    ,2    ,13    ,7    ,Reaction1
 0.2686882441    ,0    ,25    ,17    ,3    ,13    ,7    ,ReactionN
 0.3092480191    ,1    ,24    ,17    ,3    ,14    ,7    ,Reaction1
 0.3142874705    ,0    ,24    ,16    ,3    ,14    ,8    ,Reaction2
 0.3559323502    ,1    ,23    ,16    ,3    ,15    ,8    ,Reaction1
 0.3769464354    ,2    ,22    ,16    ,3    ,16    ,8    ,Reaction1
 0.3993948740    ,3    ,21    ,16    ,3    ,17    ,8    ,Reaction1
 0.4265992368    ,4    ,20    ,16    ,3    ,18    ,8    ,Reaction1
 0.4389761836    ,3    ,20    ,15    ,3    ,18    ,9    ,Reaction2
 0.4602503961    ,4    ,19    ,15    ,3    ,19    ,9    ,Reaction1
 0.4636162881    ,5    ,18    ,15    ,3    ,20    ,9    ,Reaction1
 0.4692030658    ,4    ,18    ,14    ,3    ,20    ,10    ,Reaction2
 0.4891404603    ,3    ,18    ,13    ,3    ,20    ,11    ,Reaction2
 0.4975044346    ,4    ,17    ,13    ,3    ,21    ,11    ,Reaction1
 0.4981662340    ,3    ,17    ,12    ,3    ,21    ,12    ,Reaction2
 0.5006320021    ,1    ,17    ,12    ,4    ,21    ,12    ,ReactionN
 0.5445643246    ,2    ,16    ,12    ,4    ,22    ,12    ,Reaction1
 0.5974731923    ,1    ,16    ,11    ,4    ,22    ,13    ,Reaction2
 0.6279062584    ,0    ,16    ,10    ,4    ,22    ,14    ,Reaction2
 0.6573238457    ,1    ,15    ,10    ,4    ,23    ,14    ,Reaction1
 0.7020490570    ,2    ,14    ,10    ,4    ,24    ,14    ,Reaction1
 0.7144376607    ,3    ,13    ,10    ,4    ,25    ,14    ,Reaction1
 0.7145813430    ,1    ,13    ,10    ,5    ,25    ,14    ,ReactionN
 0.7263379475    ,2    ,12    ,10    ,5    ,26    ,14    ,Reaction1
 0.7466756491    ,1    ,12    ,9    ,5    ,26    ,15    ,Reaction2
 0.7656390133    ,0    ,12    ,8    ,5    ,26    ,16    ,Reaction2
 1.1370320826    ,1    ,11    ,8    ,5    ,27    ,16    ,Reaction1
 1.2089617922    ,0    ,11    ,7    ,5    ,27    ,17    ,Reaction2
 1.2108768778    ,1    ,10    ,7    ,5    ,28    ,17    ,Reaction1
 1.2605929588    ,2    ,9    ,7    ,5    ,29    ,17    ,Reaction1
 1.3016051245    ,3    ,8    ,7    ,5    ,30    ,17    ,Reaction1
 1.3086989020    ,2    ,8    ,6    ,5    ,30    ,18    ,Reaction2
 1.3824806041    ,1    ,8    ,5    ,5    ,30    ,19    ,Reaction2
 1.4229370012    ,2    ,7    ,5    ,5    ,31    ,19    ,Reaction1
 1.4427201806    ,3    ,6    ,5    ,5    ,32    ,19    ,Reaction1
 1.4599120495    ,2    ,6    ,4    ,5    ,32    ,20    ,Reaction2
 1.4715020208    ,1    ,6    ,3    ,5    ,32    ,21    ,Reaction2
 1.4943654892    ,2    ,5    ,3    ,5    ,33    ,21    ,Reaction1
 1.7043529062    ,3    ,4    ,3    ,5    ,34    ,21    ,Reaction1
 1.8785307495    ,1    ,4    ,3    ,6    ,34    ,21    ,ReactionN
 1.9953355241    ,2    ,3    ,3    ,6    ,35    ,21    ,Reaction1
 2.1571267456    ,1    ,3    ,2    ,6    ,35    ,22    ,Reaction2
 2.1601529414    ,2    ,2    ,2    ,6    ,36    ,22    ,Reaction1
 2.2066397745    ,3    ,1    ,2    ,6    ,37    ,22    ,Reaction1
 2.2560598015    ,2    ,1    ,1    ,6    ,37    ,23    ,Reaction2
 2.4514754691    ,0    ,1    ,1    ,7    ,37    ,23    ,ReactionN
 2.8264662088    ,1    ,0    ,1    ,7    ,38    ,23    ,Reaction1
 4.4950603240    ,0    ,0    ,0    ,7    ,38    ,24    ,Reaction2
 100.0000000000    ,0    ,0    ,0    ,7    ,38    ,24    ,TimeMax
 ####
 Run: 058
 Times,Y   ,X1   ,X2   ,RC_ReactionN   ,RC_Reaction1   ,RC_Reaction2   ,ReactionFired
0.0000000000    ,0    ,38    ,24    ,0    ,0    ,0    ,TimeZero
 0.0288488296    ,1    ,37    ,24    ,0    ,1    ,0    ,Reaction1
 0.0450050722    ,2    ,36    ,24    ,0    ,2    ,0    ,Reaction1
 0.0453055094    ,1    ,36    ,23    ,0    ,2    ,1    ,Reaction2
 0.0735787718    ,2    ,35    ,23    ,0    ,3    ,1    ,Reaction1
 0.0880483413    ,3    ,34    ,23    ,0    ,4    ,1    ,Reaction1
 0.0933053879    ,4    ,33    ,23    ,0    ,5    ,1    ,Reaction1
 0.0962901596    ,5    ,32    ,23    ,0    ,6    ,1    ,Reaction1
 0.1001857246    ,4    ,32    ,22    ,0    ,6    ,2    ,Reaction2
 0.1068546113    ,5    ,31    ,22    ,0    ,7    ,2    ,Reaction1
 0.1070480087    ,4    ,31    ,21    ,0    ,7    ,3    ,Reaction2
 0.1077582024    ,3    ,31    ,20    ,0    ,7    ,4    ,Reaction2
 0.1167987072    ,4    ,30    ,20    ,0    ,8    ,4    ,Reaction1
 0.1199460579    ,3    ,30    ,19    ,0    ,8    ,5    ,Reaction2
 0.1324626248    ,2    ,30    ,18    ,0    ,8    ,6    ,Reaction2
 0.1492622244    ,3    ,29    ,18    ,0    ,9    ,6    ,Reaction1
 0.1581169180    ,2    ,29    ,17    ,0    ,9    ,7    ,Reaction2
 0.1747167017    ,1    ,29    ,16    ,0    ,9    ,8    ,Reaction2
 0.2189402265    ,2    ,28    ,16    ,0    ,10    ,8    ,Reaction1
 0.2260257451    ,3    ,27    ,16    ,0    ,11    ,8    ,Reaction1
 0.2429993741    ,4    ,26    ,16    ,0    ,12    ,8    ,Reaction1
 0.2693459968    ,3    ,26    ,15    ,0    ,12    ,9    ,Reaction2
 0.2880188107    ,2    ,26    ,14    ,0    ,12    ,10    ,Reaction2
 0.3022393502    ,1    ,26    ,13    ,0    ,12    ,11    ,Reaction2
 0.3320251612    ,2    ,25    ,13    ,0    ,13    ,11    ,Reaction1
 0.3479735501    ,0    ,25    ,13    ,1    ,13    ,11    ,ReactionN
 0.3948097164    ,1    ,24    ,13    ,1    ,14    ,11    ,Reaction1
 0.4407774089    ,0    ,24    ,12    ,1    ,14    ,12    ,Reaction2
 0.4899740910    ,1    ,23    ,12    ,1    ,15    ,12    ,Reaction1
 0.5276293347    ,0    ,23    ,11    ,1    ,15    ,13    ,Reaction2
 0.5443717815    ,1    ,22    ,11    ,1    ,16    ,13    ,Reaction1
 0.5495132079    ,2    ,21    ,11    ,1    ,17    ,13    ,Reaction1
 0.5647256629    ,1    ,21    ,10    ,1    ,17    ,14    ,Reaction2
 0.5994186958    ,0    ,21    ,9    ,1    ,17    ,15    ,Reaction2
 0.6023578851    ,1    ,20    ,9    ,1    ,18    ,15    ,Reaction1
 0.6519114552    ,2    ,19    ,9    ,1    ,19    ,15    ,Reaction1
 0.7147407583    ,1    ,19    ,8    ,1    ,19    ,16    ,Reaction2
 0.7563886856    ,2    ,18    ,8    ,1    ,20    ,16    ,Reaction1
 0.7677491142    ,3    ,17    ,8    ,1    ,21    ,16    ,Reaction1
 0.8435285560    ,4    ,16    ,8    ,1    ,22    ,16    ,Reaction1
 0.8554574606    ,2    ,16    ,8    ,2    ,22    ,16    ,ReactionN
 0.8574272679    ,3    ,15    ,8    ,2    ,23    ,16    ,Reaction1
 0.8658710233    ,4    ,14    ,8    ,2    ,24    ,16    ,Reaction1
 0.9020657653    ,5    ,13    ,8    ,2    ,25    ,16    ,Reaction1
 0.9161705025    ,3    ,13    ,8    ,3    ,25    ,16    ,ReactionN
 0.9465710950    ,2    ,13    ,7    ,3    ,25    ,17    ,Reaction2
 0.9579254010    ,1    ,13    ,6    ,3    ,25    ,18    ,Reaction2
 0.9784152354    ,2    ,12    ,6    ,3    ,26    ,18    ,Reaction1
 0.9788833144    ,1    ,12    ,5    ,3    ,26    ,19    ,Reaction2
 1.0400244623    ,2    ,11    ,5    ,3    ,27    ,19    ,Reaction1
 1.0735123404    ,1    ,11    ,4    ,3    ,27    ,20    ,Reaction2
 1.1214186900    ,2    ,10    ,4    ,3    ,28    ,20    ,Reaction1
 1.1721494554    ,3    ,9    ,4    ,3    ,29    ,20    ,Reaction1
 1.1987400666    ,1    ,9    ,4    ,4    ,29    ,20    ,ReactionN
 1.2635027022    ,2    ,8    ,4    ,4    ,30    ,20    ,Reaction1
 1.3333990523    ,3    ,7    ,4    ,4    ,31    ,20    ,Reaction1
 1.3583575571    ,4    ,6    ,4    ,4    ,32    ,20    ,Reaction1
 1.3622179039    ,2    ,6    ,4    ,5    ,32    ,20    ,ReactionN
 1.3759060939    ,1    ,6    ,3    ,5    ,32    ,21    ,Reaction2
 1.4994478073    ,0    ,6    ,2    ,5    ,32    ,22    ,Reaction2
 1.5393411006    ,1    ,5    ,2    ,5    ,33    ,22    ,Reaction1
 1.9079468158    ,0    ,5    ,1    ,5    ,33    ,23    ,Reaction2
 1.9180654400    ,1    ,4    ,1    ,5    ,34    ,23    ,Reaction1
 2.1519002443    ,0    ,4    ,0    ,5    ,34    ,24    ,Reaction2
 2.1799399307    ,1    ,3    ,0    ,5    ,35    ,24    ,Reaction1
 2.6605305820    ,2    ,2    ,0    ,5    ,36    ,24    ,Reaction1
 3.0469421574    ,0    ,2    ,0    ,6    ,36    ,24    ,ReactionN
 3.1854794006    ,1    ,1    ,0    ,6    ,37    ,24    ,Reaction1
 4.3302511273    ,2    ,0    ,0    ,6    ,38    ,24    ,Reaction1
 6.6701567313    ,0    ,0    ,0    ,7    ,38    ,24    ,ReactionN
 100.0000000000    ,0    ,0    ,0    ,7    ,38    ,24    ,TimeMax
 ####
 Run: 059
 Times,Y   ,X1   ,X2   ,RC_ReactionN   ,RC_Reaction1   ,RC_Reaction2   ,ReactionFired
0.0000000000    ,0    ,38    ,24    ,0    ,0    ,0    ,TimeZero
 0.0302348804    ,1    ,37    ,24    ,0    ,1    ,0    ,Reaction1
 0.0326998285    ,0    ,37    ,23    ,0    ,1    ,1    ,Reaction2
 0.0670783970    ,1    ,36    ,23    ,0    ,2    ,1    ,Reaction1
 0.0758728463    ,0    ,36    ,22    ,0    ,2    ,2    ,Reaction2
 0.0793825170    ,1    ,35    ,22    ,0    ,3    ,2    ,Reaction1
 0.0871566010    ,0    ,35    ,21    ,0    ,3    ,3    ,Reaction2
 0.1322103066    ,1    ,34    ,21    ,0    ,4    ,3    ,Reaction1
 0.1418839285    ,2    ,33    ,21    ,0    ,5    ,3    ,Reaction1
 0.1724907241    ,1    ,33    ,20    ,0    ,5    ,4    ,Reaction2
 0.1865547513    ,2    ,32    ,20    ,0    ,6    ,4    ,Reaction1
 0.1875249099    ,3    ,31    ,20    ,0    ,7    ,4    ,Reaction1
 0.1987577649    ,2    ,31    ,19    ,0    ,7    ,5    ,Reaction2
 0.2031387333    ,3    ,30    ,19    ,0    ,8    ,5    ,Reaction1
 0.2138761792    ,2    ,30    ,18    ,0    ,8    ,6    ,Reaction2
 0.2256722422    ,3    ,29    ,18    ,0    ,9    ,6    ,Reaction1
 0.2506887649    ,4    ,28    ,18    ,0    ,10    ,6    ,Reaction1
 0.2718503939    ,5    ,27    ,18    ,0    ,11    ,6    ,Reaction1
 0.2736082797    ,4    ,27    ,17    ,0    ,11    ,7    ,Reaction2
 0.2833222938    ,3    ,27    ,16    ,0    ,11    ,8    ,Reaction2
 0.2869712201    ,2    ,27    ,15    ,0    ,11    ,9    ,Reaction2
 0.2905595643    ,1    ,27    ,14    ,0    ,11    ,10    ,Reaction2
 0.3149937914    ,2    ,26    ,14    ,0    ,12    ,10    ,Reaction1
 0.3325637716    ,1    ,26    ,13    ,0    ,12    ,11    ,Reaction2
 0.3341216648    ,0    ,26    ,12    ,0    ,12    ,12    ,Reaction2
 0.3606318170    ,1    ,25    ,12    ,0    ,13    ,12    ,Reaction1
 0.3679183116    ,2    ,24    ,12    ,0    ,14    ,12    ,Reaction1
 0.3833594947    ,3    ,23    ,12    ,0    ,15    ,12    ,Reaction1
 0.3843800175    ,2    ,23    ,11    ,0    ,15    ,13    ,Reaction2
 0.5131457906    ,1    ,23    ,10    ,0    ,15    ,14    ,Reaction2
 0.5240301757    ,0    ,23    ,9    ,0    ,15    ,15    ,Reaction2
 0.5973594164    ,1    ,22    ,9    ,0    ,16    ,15    ,Reaction1
 0.6378979000    ,2    ,21    ,9    ,0    ,17    ,15    ,Reaction1
 0.6466881613    ,1    ,21    ,8    ,0    ,17    ,16    ,Reaction2
 0.6866248366    ,0    ,21    ,7    ,0    ,17    ,17    ,Reaction2
 0.7152015364    ,1    ,20    ,7    ,0    ,18    ,17    ,Reaction1
 0.7334848395    ,2    ,19    ,7    ,0    ,19    ,17    ,Reaction1
 0.7521229342    ,3    ,18    ,7    ,0    ,20    ,17    ,Reaction1
 0.8125695378    ,2    ,18    ,6    ,0    ,20    ,18    ,Reaction2
 0.8717524795    ,1    ,18    ,5    ,0    ,20    ,19    ,Reaction2
 1.0271222777    ,2    ,17    ,5    ,0    ,21    ,19    ,Reaction1
 1.0388399393    ,1    ,17    ,4    ,0    ,21    ,20    ,Reaction2
 1.1297568893    ,2    ,16    ,4    ,0    ,22    ,20    ,Reaction1
 1.1332344762    ,3    ,15    ,4    ,0    ,23    ,20    ,Reaction1
 1.1698507486    ,1    ,15    ,4    ,1    ,23    ,20    ,ReactionN
 1.1758939199    ,2    ,14    ,4    ,1    ,24    ,20    ,Reaction1
 1.2816820307    ,1    ,14    ,3    ,1    ,24    ,21    ,Reaction2
 1.3143842391    ,2    ,13    ,3    ,1    ,25    ,21    ,Reaction1
 1.4372732582    ,3    ,12    ,3    ,1    ,26    ,21    ,Reaction1
 1.4471919514    ,4    ,11    ,3    ,1    ,27    ,21    ,Reaction1
 1.5104315344    ,2    ,11    ,3    ,2    ,27    ,21    ,ReactionN
 1.7145984718    ,0    ,11    ,3    ,3    ,27    ,21    ,ReactionN
 1.8571529706    ,1    ,10    ,3    ,3    ,28    ,21    ,Reaction1
 2.1787737868    ,0    ,10    ,2    ,3    ,28    ,22    ,Reaction2
 2.2580014438    ,1    ,9    ,2    ,3    ,29    ,22    ,Reaction1
 2.4697045143    ,2    ,8    ,2    ,3    ,30    ,22    ,Reaction1
 2.4948645667    ,3    ,7    ,2    ,3    ,31    ,22    ,Reaction1
 2.5360151905    ,1    ,7    ,2    ,4    ,31    ,22    ,ReactionN
 2.7223928697    ,0    ,7    ,1    ,4    ,31    ,23    ,Reaction2
 3.2470438036    ,1    ,6    ,1    ,4    ,32    ,23    ,Reaction1
 3.6629606905    ,2    ,5    ,1    ,4    ,33    ,23    ,Reaction1
 4.1877841751    ,0    ,5    ,1    ,5    ,33    ,23    ,ReactionN
 4.2120276159    ,1    ,4    ,1    ,5    ,34    ,23    ,Reaction1
 4.2655493074    ,2    ,3    ,1    ,5    ,35    ,23    ,Reaction1
 4.4467259872    ,0    ,3    ,1    ,6    ,35    ,23    ,ReactionN
 4.5881852463    ,1    ,2    ,1    ,6    ,36    ,23    ,Reaction1
 4.6867997815    ,0    ,2    ,0    ,6    ,36    ,24    ,Reaction2
 4.9372478514    ,1    ,1    ,0    ,6    ,37    ,24    ,Reaction1
 4.9725885883    ,2    ,0    ,0    ,6    ,38    ,24    ,Reaction1
 5.1609525793    ,0    ,0    ,0    ,7    ,38    ,24    ,ReactionN
 100.0000000000    ,0    ,0    ,0    ,7    ,38    ,24    ,TimeMax
 ####
 Run: 060
