Run: 001
 Times,Y   ,X1   ,X2   ,RC_ReactionN   ,RC_Reaction1   ,RC_Reaction2   ,ReactionFired
 1.4024839032    ,2    ,11    ,5    ,3    ,27    ,19    ,Reaction2
 1.4468809811    ,3    ,10    ,5    ,3    ,28    ,19    ,Reaction1
 1.4742938067    ,4    ,9    ,5    ,3    ,29    ,19    ,Reaction1
 1.5031899194    ,3    ,9    ,4    ,3    ,29    ,20    ,Reaction2
 1.5227060676    ,1    ,9    ,4    ,4    ,29    ,20    ,ReactionN
 1.5309646231    ,2    ,8    ,4    ,4    ,30    ,20    ,Reaction1
 1.6324457205    ,3    ,7    ,4    ,4    ,31    ,20    ,Reaction1
 1.6703765459    ,2    ,7    ,3    ,4    ,31    ,21    ,Reaction2
 1.6924760855    ,3    ,6    ,3    ,4    ,32    ,21    ,Reaction1
 1.7080233275    ,4    ,5    ,3    ,4    ,33    ,21    ,Reaction1
 1.7123953747    ,3    ,5    ,2    ,4    ,33    ,22    ,Reaction2
 1.7614833424    ,1    ,5    ,2    ,5    ,33    ,22    ,ReactionN
 2.0416602945    ,2    ,4    ,2    ,5    ,34    ,22    ,Reaction1
 2.0632448929    ,3    ,3    ,2    ,5    ,35    ,22    ,Reaction1
 2.0842164973    ,4    ,2    ,2    ,5    ,36    ,22    ,Reaction1
 2.2210660041    ,3    ,2    ,1    ,5    ,36    ,23    ,Reaction2
 2.4565205299    ,1    ,2    ,1    ,6    ,36    ,23    ,ReactionN
 2.5787729701    ,2    ,1    ,1    ,6    ,37    ,23    ,Reaction1
 2.5929223033    ,0    ,1    ,1    ,7    ,37    ,23    ,ReactionN
 3.7253682097    ,1    ,0    ,1    ,7    ,38    ,23    ,Reaction1
 3.9817985637    ,0    ,0    ,0    ,7    ,38    ,24    ,Reaction2
 100.0000000000    ,0    ,0    ,0    ,7    ,38    ,24    ,TimeMax
 ####
 Run: 006
 Times,Y   ,X1   ,X2   ,RC_ReactionN   ,RC_Reaction1   ,RC_Reaction2   ,ReactionFired
0.0000000000    ,0    ,38    ,24    ,0    ,0    ,0    ,TimeZero
 0.0025823224    ,1    ,37    ,24    ,0    ,1    ,0    ,Reaction1
 0.0407408600    ,2    ,36    ,24    ,0    ,2    ,0    ,Reaction1
 0.0451662899    ,3    ,35    ,24    ,0    ,3    ,0    ,Reaction1
 0.0757387191    ,2    ,35    ,23    ,0    ,3    ,1    ,Reaction2
 0.0907439397    ,1    ,35    ,22    ,0    ,3    ,2    ,Reaction2
 0.0927084236    ,2    ,34    ,22    ,0    ,4    ,2    ,Reaction1
 0.1030319776    ,3    ,33    ,22    ,0    ,5    ,2    ,Reaction1
 0.1030847162    ,2    ,33    ,21    ,0    ,5    ,3    ,Reaction2
 0.1073466327    ,3    ,32    ,21    ,0    ,6    ,3    ,Reaction1
 0.1267604782    ,1    ,32    ,21    ,1    ,6    ,3    ,ReactionN
 0.1291967177    ,2    ,31    ,21    ,1    ,7    ,3    ,Reaction1
 0.1357874955    ,3    ,30    ,21    ,1    ,8    ,3    ,Reaction1
 0.1495104200    ,2    ,30    ,20    ,1    ,8    ,4    ,Reaction2
 0.1678625776    ,3    ,29    ,20    ,1    ,9    ,4    ,Reaction1
 0.1733618756    ,4    ,28    ,20    ,1    ,10    ,4    ,Reaction1
 0.1737174373    ,2    ,28    ,20    ,2    ,10    ,4    ,ReactionN
 0.1796910960    ,3    ,27    ,20    ,2    ,11    ,4    ,Reaction1
 0.1833276260    ,1    ,27    ,20    ,3    ,11    ,4    ,ReactionN
 0.1855262744    ,0    ,27    ,19    ,3    ,11    ,5    ,Reaction2
 0.2067423023    ,1    ,26    ,19    ,3    ,12    ,5    ,Reaction1
 0.2144636288    ,2    ,25    ,19    ,3    ,13    ,5    ,Reaction1
 0.2366905558    ,1    ,25    ,18    ,3    ,13    ,6    ,Reaction2
 0.2534665383    ,2    ,24    ,18    ,3    ,14    ,6    ,Reaction1
 0.2697867608    ,3    ,23    ,18    ,3    ,15    ,6    ,Reaction1
 0.2748793940    ,4    ,22    ,18    ,3    ,16    ,6    ,Reaction1
 0.2806418084    ,2    ,22    ,18    ,4    ,16    ,6    ,ReactionN
 0.2904167649    ,1    ,22    ,17    ,4    ,16    ,7    ,Reaction2
 0.3291116354    ,2    ,21    ,17    ,4    ,17    ,7    ,Reaction1
 0.3356020113    ,3    ,20    ,17    ,4    ,18    ,7    ,Reaction1
 0.3422128935    ,2    ,20    ,16    ,4    ,18    ,8    ,Reaction2
 0.3457325456    ,1    ,20    ,15    ,4    ,18    ,9    ,Reaction2
 0.3476807975    ,2    ,19    ,15    ,4    ,19    ,9    ,Reaction1
 0.3799336096    ,3    ,18    ,15    ,4    ,20    ,9    ,Reaction1
 0.3955663726    ,2    ,18    ,14    ,4    ,20    ,10    ,Reaction2
 0.3975108109    ,1    ,18    ,13    ,4    ,20    ,11    ,Reaction2
 0.4087082345    ,0    ,18    ,12    ,4    ,20    ,12    ,Reaction2
 0.4953908918    ,1    ,17    ,12    ,4    ,21    ,12    ,Reaction1
 0.5660228478    ,0    ,17    ,11    ,4    ,21    ,13    ,Reaction2
 0.5791566720    ,1    ,16    ,11    ,4    ,22    ,13    ,Reaction1
 0.7082268723    ,0    ,16    ,10    ,4    ,22    ,14    ,Reaction2
 0.7182374038    ,1    ,15    ,10    ,4    ,23    ,14    ,Reaction1
 0.7197985465    ,0    ,15    ,9    ,4    ,23    ,15    ,Reaction2
 0.7289379014    ,1    ,14    ,9    ,4    ,24    ,15    ,Reaction1
 0.7501455316    ,2    ,13    ,9    ,4    ,25    ,15    ,Reaction1
 0.8903923796    ,1    ,13    ,8    ,4    ,25    ,16    ,Reaction2
 0.9254760657    ,2    ,12    ,8    ,4    ,26    ,16    ,Reaction1
 0.9660021048    ,3    ,11    ,8    ,4    ,27    ,16    ,Reaction1
 0.9718062322    ,2    ,11    ,7    ,4    ,27    ,17    ,Reaction2
 0.9929044432    ,1    ,11    ,6    ,4    ,27    ,18    ,Reaction2
 1.0471534702    ,2    ,10    ,6    ,4    ,28    ,18    ,Reaction1
 1.0492540990    ,3    ,9    ,6    ,4    ,29    ,18    ,Reaction1
 1.0748872700    ,2    ,9    ,5    ,4    ,29    ,19    ,Reaction2
 1.1033895109    ,3    ,8    ,5    ,4    ,30    ,19    ,Reaction1
 1.1187199601    ,4    ,7    ,5    ,4    ,31    ,19    ,Reaction1
 1.2450619182    ,3    ,7    ,4    ,4    ,31    ,20    ,Reaction2
 1.2607314366    ,2    ,7    ,3    ,4    ,31    ,21    ,Reaction2
 1.3272199076    ,3    ,6    ,3    ,4    ,32    ,21    ,Reaction1
 1.3545870111    ,2    ,6    ,2    ,4    ,32    ,22    ,Reaction2
 1.4228091460    ,1    ,6    ,1    ,4    ,32    ,23    ,Reaction2
 1.4622704737    ,2    ,5    ,1    ,4    ,33    ,23    ,Reaction1
 1.5613482767    ,0    ,5    ,1    ,5    ,33    ,23    ,ReactionN
 1.6965497491    ,1    ,4    ,1    ,5    ,34    ,23    ,Reaction1
 1.7846923005    ,0    ,4    ,0    ,5    ,34    ,24    ,Reaction2
 1.8513856564    ,1    ,3    ,0    ,5    ,35    ,24    ,Reaction1
 2.1842780782    ,2    ,2    ,0    ,5    ,36    ,24    ,Reaction1
 2.3734157216    ,3    ,1    ,0    ,5    ,37    ,24    ,Reaction1
 2.7362062391    ,1    ,1    ,0    ,6    ,37    ,24    ,ReactionN
 4.4498650169    ,2    ,0    ,0    ,6    ,38    ,24    ,Reaction1
 5.8858437855    ,0    ,0    ,0    ,7    ,38    ,24    ,ReactionN
 100.0000000000    ,0    ,0    ,0    ,7    ,38    ,24    ,TimeMax
 ####
 Run: 007
 Times,Y   ,X1   ,X2   ,RC_ReactionN   ,RC_Reaction1   ,RC_Reaction2   ,ReactionFired
0.0000000000    ,0    ,38    ,24    ,0    ,0    ,0    ,TimeZero
 0.0040777727    ,1    ,37    ,24    ,0    ,1    ,0    ,Reaction1
 0.0089224815    ,2    ,36    ,24    ,0    ,2    ,0    ,Reaction1
 0.0334249522    ,1    ,36    ,23    ,0    ,2    ,1    ,Reaction2
 0.0473612577    ,2    ,35    ,23    ,0    ,3    ,1    ,Reaction1
 0.0787427454    ,3    ,34    ,23    ,0    ,4    ,1    ,Reaction1
 0.0811227789    ,2    ,34    ,22    ,0    ,4    ,2    ,Reaction2
 0.0965487722    ,3    ,33    ,22    ,0    ,5    ,2    ,Reaction1
 0.1113891282    ,4    ,32    ,22    ,0    ,6    ,2    ,Reaction1
 0.1309009226    ,3    ,32    ,21    ,0    ,6    ,3    ,Reaction2
 0.1311065741    ,2    ,32    ,20    ,0    ,6    ,4    ,Reaction2
 0.1313077393    ,0    ,32    ,20    ,1    ,6    ,4    ,ReactionN
 0.1919647250    ,1    ,31    ,20    ,1    ,7    ,4    ,Reaction1
 0.1949225205    ,2    ,30    ,20    ,1    ,8    ,4    ,Reaction1
 0.1970201236    ,3    ,29    ,20    ,1    ,9    ,4    ,Reaction1
 0.2007235826    ,2    ,29    ,19    ,1    ,9    ,5    ,Reaction2
 0.2018816543    ,1    ,29    ,18    ,1    ,9    ,6    ,Reaction2
 0.2200981799    ,2    ,28    ,18    ,1    ,10    ,6    ,Reaction1
 0.2352733621    ,3    ,27    ,18    ,1    ,11    ,6    ,Reaction1
 0.3127281921    ,4    ,26    ,18    ,1    ,12    ,6    ,Reaction1
 0.3218164367    ,3    ,26    ,17    ,1    ,12    ,7    ,Reaction2
 0.3401615154    ,2    ,26    ,16    ,1    ,12    ,8    ,Reaction2
 0.3753076812    ,1    ,26    ,15    ,1    ,12    ,9    ,Reaction2
 0.4356785752    ,2    ,25    ,15    ,1    ,13    ,9    ,Reaction1
 0.4430433920    ,1    ,25    ,14    ,1    ,13    ,10    ,Reaction2
 0.4730105997    ,2    ,24    ,14    ,1    ,14    ,10    ,Reaction1
 0.4996245906    ,1    ,24    ,13    ,1    ,14    ,11    ,Reaction2
 0.5325275324    ,2    ,23    ,13    ,1    ,15    ,11    ,Reaction1
 0.5356780625    ,3    ,22    ,13    ,1    ,16    ,11    ,Reaction1
 0.5357630295    ,4    ,21    ,13    ,1    ,17    ,11    ,Reaction1
 0.5392258625    ,5    ,20    ,13    ,1    ,18    ,11    ,Reaction1
 0.5495561271    ,4    ,20    ,12    ,1    ,18    ,12    ,Reaction2
 0.5685284612    ,3    ,20    ,11    ,1    ,18    ,13    ,Reaction2
 0.5882108273    ,4    ,19    ,11    ,1    ,19    ,13    ,Reaction1
 0.6077141903    ,3    ,19    ,10    ,1    ,19    ,14    ,Reaction2
 0.6110593096    ,2    ,19    ,9    ,1    ,19    ,15    ,Reaction2
 0.6337970485    ,3    ,18    ,9    ,1    ,20    ,15    ,Reaction1
 0.7347866734    ,4    ,17    ,9    ,1    ,21    ,15    ,Reaction1
 0.7525226912    ,3    ,17    ,8    ,1    ,21    ,16    ,Reaction2
 0.7889870009    ,4    ,16    ,8    ,1    ,22    ,16    ,Reaction1
 0.8019396099    ,2    ,16    ,8    ,2    ,22    ,16    ,ReactionN
 0.8399667311    ,1    ,16    ,7    ,2    ,22    ,17    ,Reaction2
 0.9098898761    ,2    ,15    ,7    ,2    ,23    ,17    ,Reaction1
 0.9150632020    ,1    ,15    ,6    ,2    ,23    ,18    ,Reaction2
 0.9856062962    ,0    ,15    ,5    ,2    ,23    ,19    ,Reaction2
 1.0673038252    ,1    ,14    ,5    ,2    ,24    ,19    ,Reaction1
 1.0894689460    ,2    ,13    ,5    ,2    ,25    ,19    ,Reaction1
 1.0922680900    ,1    ,13    ,4    ,2    ,25    ,20    ,Reaction2
 1.3195322734    ,2    ,12    ,4    ,2    ,26    ,20    ,Reaction1
 1.3224089260    ,1    ,12    ,3    ,2    ,26    ,21    ,Reaction2
 1.3360015820    ,2    ,11    ,3    ,2    ,27    ,21    ,Reaction1
 1.3548035089    ,0    ,11    ,3    ,3    ,27    ,21    ,ReactionN
 1.3869372665    ,1    ,10    ,3    ,3    ,28    ,21    ,Reaction1
 1.5000946762    ,2    ,9    ,3    ,3    ,29    ,21    ,Reaction1
 1.5887245758    ,3    ,8    ,3    ,3    ,30    ,21    ,Reaction1
 1.5922853283    ,4    ,7    ,3    ,3    ,31    ,21    ,Reaction1
 1.5978718662    ,2    ,7    ,3    ,4    ,31    ,21    ,ReactionN
 1.6330749732    ,1    ,7    ,2    ,4    ,31    ,22    ,Reaction2
 1.6513314249    ,2    ,6    ,2    ,4    ,32    ,22    ,Reaction1
 1.7418781464    ,1    ,6    ,1    ,4    ,32    ,23    ,Reaction2
 1.8204438172    ,0    ,6    ,0    ,4    ,32    ,24    ,Reaction2
 2.0372102653    ,1    ,5    ,0    ,4    ,33    ,24    ,Reaction1
 2.1236278231    ,2    ,4    ,0    ,4    ,34    ,24    ,Reaction1
 2.1351175792    ,3    ,3    ,0    ,4    ,35    ,24    ,Reaction1
 2.2077741717    ,1    ,3    ,0    ,5    ,35    ,24    ,ReactionN
 2.2375796342    ,2    ,2    ,0    ,5    ,36    ,24    ,Reaction1
 2.3244294646    ,0    ,2    ,0    ,6    ,36    ,24    ,ReactionN
 2.7199600755    ,1    ,1    ,0    ,6    ,37    ,24    ,Reaction1
 3.1513582262    ,2    ,0    ,0    ,6    ,38    ,24    ,Reaction1
 4.4504409520    ,0    ,0    ,0    ,7    ,38    ,24    ,ReactionN
 100.0000000000    ,0    ,0    ,0    ,7    ,38    ,24    ,TimeMax
 ####
 Run: 008
 Times,Y   ,X1   ,X2   ,RC_ReactionN   ,RC_Reaction1   ,RC_Reaction2   ,ReactionFired
0.0000000000    ,0    ,38    ,24    ,0    ,0    ,0    ,TimeZero
 0.0092675200    ,1    ,37    ,24    ,0    ,1    ,0    ,Reaction1
 0.0131657945    ,2    ,36    ,24    ,0    ,2    ,0    ,Reaction1
 0.0354281625    ,1    ,36    ,23    ,0    ,2    ,1    ,Reaction2
 0.0408226740    ,0    ,36    ,22    ,0    ,2    ,2    ,Reaction2
 0.1398198204    ,1    ,35    ,22    ,0    ,3    ,2    ,Reaction1
 0.1714547953    ,2    ,34    ,22    ,0    ,4    ,2    ,Reaction1
 0.1971866978    ,3    ,33    ,22    ,0    ,5    ,2    ,Reaction1
 0.1973471252    ,2    ,33    ,21    ,0    ,5    ,3    ,Reaction2
 0.1980947039    ,1    ,33    ,20    ,0    ,5    ,4    ,Reaction2
 0.2031003158    ,0    ,33    ,19    ,0    ,5    ,5    ,Reaction2
 0.2423089958    ,1    ,32    ,19    ,0    ,6    ,5    ,Reaction1
 0.2484495840    ,0    ,32    ,18    ,0    ,6    ,6    ,Reaction2
 0.2609894507    ,1    ,31    ,18    ,0    ,7    ,6    ,Reaction1
 0.2660820428    ,0    ,31    ,17    ,0    ,7    ,7    ,Reaction2
 0.2746818700    ,1    ,30    ,17    ,0    ,8    ,7    ,Reaction1
 0.3326670538    ,2    ,29    ,17    ,0    ,9    ,7    ,Reaction1
 0.3379181362    ,1    ,29    ,16    ,0    ,9    ,8    ,Reaction2
 0.3392416793    ,2    ,28    ,16    ,0    ,10    ,8    ,Reaction1
 0.3962151217    ,3    ,27    ,16    ,0    ,11    ,8    ,Reaction1
 0.4470131585    ,2    ,27    ,15    ,0    ,11    ,9    ,Reaction2
 0.4596095548    ,3    ,26    ,15    ,0    ,12    ,9    ,Reaction1
 0.4740267692    ,4    ,25    ,15    ,0    ,13    ,9    ,Reaction1
 0.5029276398    ,3    ,25    ,14    ,0    ,13    ,10    ,Reaction2
 0.5494635620    ,2    ,25    ,13    ,0    ,13    ,11    ,Reaction2
 0.5647201765    ,3    ,24    ,13    ,0    ,14    ,11    ,Reaction1
 0.5727037550    ,2    ,24    ,12    ,0    ,14    ,12    ,Reaction2
 0.5934154593    ,3    ,23    ,12    ,0    ,15    ,12    ,Reaction1
 0.6045051982    ,4    ,22    ,12    ,0    ,16    ,12    ,Reaction1
 0.6465366370    ,5    ,21    ,12    ,0    ,17    ,12    ,Reaction1
 0.6550486280    ,3    ,21    ,12    ,1    ,17    ,12    ,ReactionN
 0.6702626312    ,4    ,20    ,12    ,1    ,18    ,12    ,Reaction1
 0.6855074824    ,5    ,19    ,12    ,1    ,19    ,12    ,Reaction1
 0.6979358781    ,3    ,19    ,12    ,2    ,19    ,12    ,ReactionN
 0.7073203145    ,2    ,19    ,11    ,2    ,19    ,13    ,Reaction2
 0.7418939218    ,3    ,18    ,11    ,2    ,20    ,13    ,Reaction1
 0.8167695487    ,1    ,18    ,11    ,3    ,20    ,13    ,ReactionN
 0.8392748244    ,2    ,17    ,11    ,3    ,21    ,13    ,Reaction1
 0.8752002057    ,3    ,16    ,11    ,3    ,22    ,13    ,Reaction1
 0.9006021989    ,4    ,15    ,11    ,3    ,23    ,13    ,Reaction1
 0.9024175706    ,2    ,15    ,11    ,4    ,23    ,13    ,ReactionN
 0.9025537766    ,3    ,14    ,11    ,4    ,24    ,13    ,Reaction1
 0.9163716271    ,2    ,14    ,10    ,4    ,24    ,14    ,Reaction2
 0.9613246297    ,1    ,14    ,9    ,4    ,24    ,15    ,Reaction2
 0.9808111608    ,0    ,14    ,8    ,4    ,24    ,16    ,Reaction2
 1.1672308829    ,1    ,13    ,8    ,4    ,25    ,16    ,Reaction1
 1.1727941767    ,2    ,12    ,8    ,4    ,26    ,16    ,Reaction1
 1.2076150453    ,3    ,11    ,8    ,4    ,27    ,16    ,Reaction1
 1.2785083923    ,4    ,10    ,8    ,4    ,28    ,16    ,Reaction1
 1.2847703292    ,3    ,10    ,7    ,4    ,28    ,17    ,Reaction2
 1.3134477228    ,4    ,9    ,7    ,4    ,29    ,17    ,Reaction1
 1.3220522269    ,3    ,9    ,6    ,4    ,29    ,18    ,Reaction2
 1.4781602312    ,4    ,8    ,6    ,4    ,30    ,18    ,Reaction1
 1.5822378881    ,3    ,8    ,5    ,4    ,30    ,19    ,Reaction2
 1.6745429456    ,1    ,8    ,5    ,5    ,30    ,19    ,ReactionN
 1.8195879092    ,2    ,7    ,5    ,5    ,31    ,19    ,Reaction1
 1.8916641160    ,3    ,6    ,5    ,5    ,32    ,19    ,Reaction1
 1.9497401604    ,1    ,6    ,5    ,6    ,32    ,19    ,ReactionN
 1.9553888253    ,0    ,6    ,4    ,6    ,32    ,20    ,Reaction2
 2.0781901488    ,1    ,5    ,4    ,6    ,33    ,20    ,Reaction1
 2.1742470640    ,2    ,4    ,4    ,6    ,34    ,20    ,Reaction1
 2.1868167394    ,3    ,3    ,4    ,6    ,35    ,20    ,Reaction1
 2.2037517881    ,2    ,3    ,3    ,6    ,35    ,21    ,Reaction2
 2.4357908517    ,3    ,2    ,3    ,6    ,36    ,21    ,Reaction1
 2.6436840316    ,4    ,1    ,3    ,6    ,37    ,21    ,Reaction1
 2.6663440649    ,3    ,1    ,2    ,6    ,37    ,22    ,Reaction2
 2.6685971397    ,1    ,1    ,2    ,7    ,37    ,22    ,ReactionN
 2.9831239236    ,0    ,1    ,1    ,7    ,37    ,23    ,Reaction2
 4.2620434363    ,1    ,0    ,1    ,7    ,38    ,23    ,Reaction1
 4.3663539290    ,0    ,0    ,0    ,7    ,38    ,24    ,Reaction2
 100.0000000000    ,0    ,0    ,0    ,7    ,38    ,24    ,TimeMax
 ####
 Run: 009
 Times,Y   ,X1   ,X2   ,RC_ReactionN   ,RC_Reaction1   ,RC_Reaction2   ,ReactionFired
0.0000000000    ,0    ,38    ,24    ,0    ,0    ,0    ,TimeZero
 0.0101895107    ,1    ,37    ,24    ,0    ,1    ,0    ,Reaction1
 0.0115589821    ,0    ,37    ,23    ,0    ,1    ,1    ,Reaction2
 0.0198414693    ,1    ,36    ,23    ,0    ,2    ,1    ,Reaction1
 0.0338566802    ,0    ,36    ,22    ,0    ,2    ,2    ,Reaction2
 0.0822927953    ,1    ,35    ,22    ,0    ,3    ,2    ,Reaction1
 0.0861115139    ,0    ,35    ,21    ,0    ,3    ,3    ,Reaction2
 0.0881849591    ,1    ,34    ,21    ,0    ,4    ,3    ,Reaction1
 0.1234183269    ,2    ,33    ,21    ,0    ,5    ,3    ,Reaction1
 0.1288787217    ,3    ,32    ,21    ,0    ,6    ,3    ,Reaction1
 0.1336825498    ,2    ,32    ,20    ,0    ,6    ,4    ,Reaction2
 0.1444952401    ,1    ,32    ,19    ,0    ,6    ,5    ,Reaction2
 0.2160698765    ,0    ,32    ,18    ,0    ,6    ,6    ,Reaction2
 0.2409011845    ,1    ,31    ,18    ,0    ,7    ,6    ,Reaction1
 0.2525526961    ,0    ,31    ,17    ,0    ,7    ,7    ,Reaction2
 0.3671351553    ,1    ,30    ,17    ,0    ,8    ,7    ,Reaction1
 0.4148390985    ,0    ,30    ,16    ,0    ,8    ,8    ,Reaction2
 0.4327849768    ,1    ,29    ,16    ,0    ,9    ,8    ,Reaction1
 0.4677179077    ,2    ,28    ,16    ,0    ,10    ,8    ,Reaction1
 0.4855153523    ,3    ,27    ,16    ,0    ,11    ,8    ,Reaction1
 0.4947566962    ,2    ,27    ,15    ,0    ,11    ,9    ,Reaction2
 0.5033938873    ,1    ,27    ,14    ,0    ,11    ,10    ,Reaction2
 0.5398459791    ,2    ,26    ,14    ,0    ,12    ,10    ,Reaction1
 0.6189617010    ,0    ,26    ,14    ,1    ,12    ,10    ,ReactionN
 0.6372278839    ,1    ,25    ,14    ,1    ,13    ,10    ,Reaction1
 0.6493299372    ,2    ,24    ,14    ,1    ,14    ,10    ,Reaction1
 0.7417961446    ,3    ,23    ,14    ,1    ,15    ,10    ,Reaction1
 0.7480548193    ,2    ,23    ,13    ,1    ,15    ,11    ,Reaction2
 0.7488817540    ,3    ,22    ,13    ,1    ,16    ,11    ,Reaction1
 0.7572402361    ,2    ,22    ,12    ,1    ,16    ,12    ,Reaction2
 0.7638494605    ,3    ,21    ,12    ,1    ,17    ,12    ,Reaction1
 0.7671372786    ,4    ,20    ,12    ,1    ,18    ,12    ,Reaction1
 0.7738838950    ,3    ,20    ,11    ,1    ,18    ,13    ,Reaction2
 0.7816352931    ,2    ,20    ,10    ,1    ,18    ,14    ,Reaction2
 0.7901451067    ,3    ,19    ,10    ,1    ,19    ,14    ,Reaction1
 0.8240906461    ,2    ,19    ,9    ,1    ,19    ,15    ,Reaction2
 0.8251486055    ,1    ,19    ,8    ,1    ,19    ,16    ,Reaction2
 0.8657690464    ,0    ,19    ,7    ,1    ,19    ,17    ,Reaction2
 1.1146678043    ,1    ,18    ,7    ,1    ,20    ,17    ,Reaction1
 1.1802182291    ,0    ,18    ,6    ,1    ,20    ,18    ,Reaction2
 1.1814310168    ,1    ,17    ,6    ,1    ,21    ,18    ,Reaction1
 1.2124845358    ,0    ,17    ,5    ,1    ,21    ,19    ,Reaction2
 1.2599421419    ,1    ,16    ,5    ,1    ,22    ,19    ,Reaction1
 1.3044458397    ,2    ,15    ,5    ,1    ,23    ,19    ,Reaction1
 1.3091302988    ,1    ,15    ,4    ,1    ,23    ,20    ,Reaction2
 1.3918463893    ,0    ,15    ,3    ,1    ,23    ,21    ,Reaction2
 1.4444098048    ,1    ,14    ,3    ,1    ,24    ,21    ,Reaction1
 1.4703114526    ,2    ,13    ,3    ,1    ,25    ,21    ,Reaction1
 1.5078724101    ,3    ,12    ,3    ,1    ,26    ,21    ,Reaction1
 1.5462357455    ,2    ,12    ,2    ,1    ,26    ,22    ,Reaction2
 1.5903625160    ,3    ,11    ,2    ,1    ,27    ,22    ,Reaction1
 1.6095394893    ,1    ,11    ,2    ,2    ,27    ,22    ,ReactionN
 1.7339086920    ,0    ,11    ,1    ,2    ,27    ,23    ,Reaction2
 1.9543959187    ,1    ,10    ,1    ,2    ,28    ,23    ,Reaction1
 1.9706818902    ,2    ,9    ,1    ,2    ,29    ,23    ,Reaction1
 2.0204974797    ,3    ,8    ,1    ,2    ,30    ,23    ,Reaction1
 2.0211405765    ,2    ,8    ,0    ,2    ,30    ,24    ,Reaction2
 2.1085932520    ,3    ,7    ,0    ,2    ,31    ,24    ,Reaction1
 2.1238788543    ,4    ,6    ,0    ,2    ,32    ,24    ,Reaction1
 2.1614287975    ,2    ,6    ,0    ,3    ,32    ,24    ,ReactionN
 2.1719163577    ,3    ,5    ,0    ,3    ,33    ,24    ,Reaction1
 2.3498439156    ,1    ,5    ,0    ,4    ,33    ,24    ,ReactionN
 2.5034900053    ,2    ,4    ,0    ,4    ,34    ,24    ,Reaction1
 2.5681626928    ,0    ,4    ,0    ,5    ,34    ,24    ,ReactionN
 2.8182233414    ,1    ,3    ,0    ,5    ,35    ,24    ,Reaction1
 3.3691754159    ,2    ,2    ,0    ,5    ,36    ,24    ,Reaction1
 3.7354542864    ,3    ,1    ,0    ,5    ,37    ,24    ,Reaction1
 3.7816362493    ,1    ,1    ,0    ,6    ,37    ,24    ,ReactionN
 4.1191623875    ,2    ,0    ,0    ,6    ,38    ,24    ,Reaction1
 4.3778518562    ,0    ,0    ,0    ,7    ,38    ,24    ,ReactionN
 100.0000000000    ,0    ,0    ,0    ,7    ,38    ,24    ,TimeMax
 ####
 Run: 010
 Times,Y   ,X1   ,X2   ,RC_ReactionN   ,RC_Reaction1   ,RC_Reaction2   ,ReactionFired
0.0000000000    ,0    ,38    ,24    ,0    ,0    ,0    ,TimeZero
 0.0066987903    ,1    ,37    ,24    ,0    ,1    ,0    ,Reaction1
 0.0282699022    ,2    ,36    ,24    ,0    ,2    ,0    ,Reaction1
 0.0288791611    ,0    ,36    ,24    ,1    ,2    ,0    ,ReactionN
 0.0373376464    ,1    ,35    ,24    ,1    ,3    ,0    ,Reaction1
 0.0448032543    ,2    ,34    ,24    ,1    ,4    ,0    ,Reaction1
 0.0585250746    ,3    ,33    ,24    ,1    ,5    ,0    ,Reaction1
 0.0596570032    ,2    ,33    ,23    ,1    ,5    ,1    ,Reaction2
 0.0921737298    ,3    ,32    ,23    ,1    ,6    ,1    ,Reaction1
 0.0973449826    ,4    ,31    ,23    ,1    ,7    ,1    ,Reaction1
 0.1022650363    ,3    ,31    ,22    ,1    ,7    ,2    ,Reaction2
 0.1250504687    ,2    ,31    ,21    ,1    ,7    ,3    ,Reaction2
 0.1324030653    ,3    ,30    ,21    ,1    ,8    ,3    ,Reaction1
 0.1605219941    ,4    ,29    ,21    ,1    ,9    ,3    ,Reaction1
 0.1654257836    ,3    ,29    ,20    ,1    ,9    ,4    ,Reaction2
 0.1799349348    ,4    ,28    ,20    ,1    ,10    ,4    ,Reaction1
 0.1835442089    ,5    ,27    ,20    ,1    ,11    ,4    ,Reaction1
 0.1903000388    ,4    ,27    ,19    ,1    ,11    ,5    ,Reaction2
 0.1925404483    ,5    ,26    ,19    ,1    ,12    ,5    ,Reaction1
 0.2192103683    ,4    ,26    ,18    ,1    ,12    ,6    ,Reaction2
 0.2507073048    ,3    ,26    ,17    ,1    ,12    ,7    ,Reaction2
 0.2508580394    ,2    ,26    ,16    ,1    ,12    ,8    ,Reaction2
